strain	clade
Portugal/PT0032/2020	G
Portugal/PT0067/2020	G
Portugal/PT0046/2020	G
Portugal/PT0044/2020	G
Portugal/PT0060/2020	G
Portugal/PT0089/2020	G
Portugal/PT0045/2020	G
Portugal/PT0049/2020	G
Portugal/PT0050/2020	G
Portugal/PT0083/2020	G
Portugal/PT0051/2020	G
Portugal/PT0052/2020	G
Portugal/PT0053/2020	G
Portugal/PT0080/2020	G
Portugal/PT0081/2020	G
Portugal/PT0079/2020	G
Portugal/PT0059/2020	G
Portugal/PT0066/2020	G
Portugal/PT0085/2020	G
Portugal/PT0069/2020	G
Portugal/PT0037/2020	G
Portugal/PT0054/2020	D
Portugal/PT0058/2020	D
Portugal/PT0063/2020	D
Portugal/PT0064/2020	D
Portugal/PT0035/2020	D
Portugal/PT0043/2020	D
Portugal/PT0036/2020	D
Portugal/PT0040/2020	D
Portugal/PT0055/2020	G
Portugal/PT0041/2020	D
Portugal/PT0057/2020	G
Portugal/PT0042/2020	D
SaudiArabia/SCDC-3321/2020	G
SaudiArabia/SCDC-3324/2020	G
Qatar/QA08/2020	D
Qatar/QA13/2020	D
Qatar/QA23/2020	D
Qatar/QA21/2020	D
Qatar/QA20/2020	D
Qatar/QA15/2020	D
Qatar/QA16/2020	D
Qatar/QA11/2020	D
Qatar/QA22/2020	D
SaudiArabia/KAIMRC-Alghoribi/2020	D
Scotland/CVR113/2020	D
Qatar/QA24/2020	D
Qatar/QA18/2020	D
Qatar/QA19/2020	D
Qatar/QA02/2020	other
Qatar/QA17/2020	D
Qatar/QA12/2020	D
Belgium/ULG-10028/2020	D
Belgium/ULG-10120/2020	D
Belgium/ULG-10052/2020	D
Belgium/ULG-10132/2020	D
Belgium/ULG-10088/2020	D
Belgium/ULG-10089/2020	D
Belgium/ULG-10095/2020	D
Belgium/ULG-10096/2020	D
Belgium/ULG-10032/2020	D
Belgium/ULG-10008/2020	G
Belgium/ULG-10040/2020	G
Belgium/ULG-10060/2020	G
Belgium/ULG-10015/2020	G
Belgium/ULG-10084/2020	G
Belgium/ULG-10023/2020	G
Belgium/ULG-10030/2020	G
Belgium/ULG-10074/2020	G
Belgium/ULG-10142/2020	G
Belgium/ULG-10049/2020	G
Belgium/ULG-10062/2020	G
Belgium/ULG-10099/2020	G
Belgium/ULG-10055/2020	G
Belgium/ULG-10136/2020	G
Belgium/ULG-10141/2020	G
Belgium/ULG-10119/2020	G
Belgium/ULG-10128/2020	G
Belgium/ULG-10086/2020	G
Belgium/ULG-10056/2020	G
Belgium/ULG-10069/2020	G
Belgium/ULG-10111/2020	G
Belgium/ULG-10137/2020	G
Belgium/ULG-10124/2020	G
Belgium/ULG-10134/2020	G
Belgium/ULG-10077/2020	G
Belgium/ULG-10081/2020	G
Belgium/ULG-10100/2020	G
Belgium/ULG-10112/2020	G
Belgium/ULG-10031/2020	G
Belgium/ULG-10063/2020	G
Belgium/ULG-10107/2020	G
Belgium/ULG-10108/2020	G
Belgium/ULG-10094/2020	G
Belgium/ULG-10033/2020	G
Belgium/ULG-10038/2020	G
Belgium/ULG-10047/2020	G
Belgium/ULG-10122/2020	G
Belgium/ULG-10143/2020	G
Belgium/ULG-10118/2020	G
Belgium/ULG-10092/2020	G
Belgium/ULG-10016/2020	G
Belgium/ULG-10036/2020	G
Belgium/ULG-10078/2020	G
Belgium/ULG-10017/2020	G
Belgium/ULG-10079/2020	G
Belgium/ULG-7821/2020	G
Belgium/ULG-10138/2020	G
Belgium/ULG-10139/2020	G
Belgium/ULG-10007/2020	G
Belgium/ULG-10034/2020	G
Belgium/ULG-10058/2020	G
Belgium/ULG-10051/2020	G
Belgium/ULG-10115/2020	G
Belgium/ULG-10071/2020	G
Belgium/ULG-10013/2020	G
Belgium/ULG-10014/2020	G
Belgium/ULG-10019/2020	G
Belgium/ULG-10057/2020	G
Belgium/ULG-10072/2020	G
Belgium/ULG-10082/2020	G
Belgium/ULG-10102/2020	G
Belgium/ULG-10037/2020	G
Belgium/ULG-10067/2020	G
Belgium/ULG-10042/2020	G
Belgium/ULG-10109/2020	G
Belgium/ULG-10135/2020	G
Belgium/ULG-10114/2020	G
Belgium/ULG-10024/2020	G
Belgium/ULG-10050/2020	G
Belgium/ULG-10093/2020	G
Belgium/ULG-10066/2020	G
Belgium/ULG-10144/2020	G
Belgium/ULG-10045/2020	G
Belgium/ULG-10101/2020	G
Belgium/ULG-10044/2020	G
Belgium/ULG-10029/2020	G
Belgium/ULG-10025/2020	G
Belgium/ULG-10068/2020	G
Belgium/ULG-10018/2020	G
Belgium/ULG-10061/2020	G
Belgium/ULG-10027/2020	G
Belgium/ULG-10131/2020	G
Belgium/ULG-10046/2020	G
Belgium/ULG-10104/2020	G
Belgium/ULG-10043/2020	G
Belgium/ULG-10105/2020	G
Belgium/ULG-10127/2020	G
Belgium/ULG-10053/2020	G
Belgium/ULG-10009/2020	G
Belgium/ULG-10011/2020	G
Belgium/ULG-10012/2020	G
Belgium/ULG-10054/2020	G
Belgium/ULG-10026/2020	G
Belgium/ULG-10106/2020	G
Belgium/ULG-10126/2020	G
Belgium/ULG-10133/2020	G
Belgium/ULG-10035/2020	G
Belgium/ULG-10085/2020	G
Belgium/ULG-10098/2020	G
Belgium/ULG-10097/2020	G
Belgium/ULG-10103/2020	G
Belgium/ULG-10130/2020	G
Belgium/ULG-10117/2020	G
Belgium/ULG-10080/2020	D
Belgium/ULG-10022/2020	D
Belgium/ULG-2971/2020	G
Belgium/ULG-3000/2020	G
Belgium/ULG-3843/2020	G
Belgium/ULG-6216/2020	G
Belgium/ULG-6457/2020	G
Belgium/ULG-6942/2020	G
Belgium/ULG-6948/2020	G
Belgium/ULG-6950/2020	G
Belgium/ULG-7242/2020	G
Belgium/ULG-4163/2020	G
Belgium/ULG-6503/2020	G
Belgium/ULG-6972/2020	G
Belgium/ULG-6754/2020	G
Belgium/ULG-7134/2020	G
Belgium/ULG-7500/2020	G
Belgium/ULG-7729/2020	G
Belgium/ULG-8532/2020	G
Belgium/ULG-7773/2020	G
Belgium/ULG-3162/2020	G
Belgium/ULG-3163/2020	G
Belgium/ULG-6649/2020	G
Belgium/ULG-6939/2020	G
Belgium/ULG-6670/2020	G
Belgium/ULG-6732/2020	G
Belgium/ULG-6688/2020	D
Belgium/ULG-6743/2020	D
Belgium/ULG-7626/2020	D
Belgium/ULG-3662/2020	D
Belgium/ULG-3665/2020	D
Belgium/ULG-3683/2020	D
Belgium/ULG-6638/2020	D
Belgium/ULG-7019/2020	D
Belgium/ULG-10041/2020	G
Belgium/ULG-10125/2020	G
Belgium/ULG-10065/2020	G
Belgium/ULG-10121/2020	G
Netherlands/Gelderland_9/2020	D
Netherlands/NA_132/2020	D
Netherlands/NA_185/2020	D
Netherlands/NA_195/2020	D
Netherlands/NA_207/2020	D
Netherlands/NA_226/2020	D
Netherlands/NA_227/2020	D
Netherlands/NA_135/2020	D
Netherlands/NA_155/2020	D
Netherlands/NA_113/2020	D
Netherlands/NA_128/2020	D
Netherlands/NA_154/2020	D
Netherlands/NA_193/2020	D
Netherlands/NA_180/2020	D
Netherlands/NA_181/2020	D
Netherlands/NA_214/2020	D
Netherlands/NA_182/2020	D
Netherlands/NA_141/2020	D
Netherlands/NA_175/2020	D
Netherlands/NA_133/2020	D
Netherlands/NA_137/2020	D
Netherlands/NA_211/2020	D
Netherlands/NA_112/2020	D
Netherlands/NA_131/2020	D
Netherlands/NA_234/2020	D
Netherlands/NA_233/2020	D
Netherlands/NA_105/2020	D
Netherlands/Haarlem_1363688/2020	G
Netherlands/NA_1/2020	G
Netherlands/NA_10/2020	G
Netherlands/NA_13/2020	G
Netherlands/NA_16/2020	G
Netherlands/NA_17/2020	G
Netherlands/NA_18/2020	G
Netherlands/NA_20/2020	G
Netherlands/Helmond_1363548/2020	G
Netherlands/NA_2/2020	G
Netherlands/Limburg_2/2020	G
Netherlands/NA_19/2020	G
Netherlands/Limburg_3/2020	G
Netherlands/NA_15/2020	G
Netherlands/NA_12/2020	G
Netherlands/Limburg_5/2020	G
Netherlands/NA_11/2020	G
Netherlands/NA_23/2020	G
Netherlands/Limburg_10/2020	G
Netherlands/NA_192/2020	G
Netherlands/NA_167/2020	G
Netherlands/NA_114/2020	G
Netherlands/NA_115/2020	G
Netherlands/NA_157/2020	G
Netherlands/NA_158/2020	G
Netherlands/NA_187/2020	G
Netherlands/NA_121/2020	G
Netherlands/NA_162/2020	G
Netherlands/NA_216/2020	G
Netherlands/NA_202/2020	G
Netherlands/NA_150/2020	G
Netherlands/NA_159/2020	G
Netherlands/NA_160/2020	G
Netherlands/NA_171/2020	G
Netherlands/NA_156/2020	G
Netherlands/NA_189/2020	G
Netherlands/NA_172/2020	G
Netherlands/NA_176/2020	G
Netherlands/NA_188/2020	G
Netherlands/NA_122/2020	G
Netherlands/NA_179/2020	G
Netherlands/NA_200/2020	G
Netherlands/NA_224/2020	G
Netherlands/NA_127/2020	G
Netherlands/NA_218/2020	G
Netherlands/NA_184/2020	G
Netherlands/NA_134/2020	G
Netherlands/NA_183/2020	G
Netherlands/NA_153/2020	G
Netherlands/NA_117/2020	G
Netherlands/NA_118/2020	G
Netherlands/NA_169/2020	G
Netherlands/NA_170/2020	G
Netherlands/NA_100/2020	G
Netherlands/NA_136/2020	G
Netherlands/NA_203/2020	G
Netherlands/NA_220/2020	G
Netherlands/NA_229/2020	G
Netherlands/NA_204/2020	G
Netherlands/NA_209/2020	G
Netherlands/NA_101/2020	G
Netherlands/NA_103/2020	G
Netherlands/NA_194/2020	G
Netherlands/NA_206/2020	G
Netherlands/NA_205/2020	G
Netherlands/NA_217/2020	G
Netherlands/NA_161/2020	G
Netherlands/NA_197/2020	G
Netherlands/NA_106/2020	G
Netherlands/NA_107/2020	G
Netherlands/NA_110/2020	G
Netherlands/NA_198/2020	G
Netherlands/NA_212/2020	G
Netherlands/NA_126/2020	G
Netherlands/NA_168/2020	G
Netherlands/NA_196/2020	G
Netherlands/NA_210/2020	G
Netherlands/NA_174/2020	G
Netherlands/NA_165/2020	G
Netherlands/NA_173/2020	G
Netherlands/Limburg_8/2020	G
Netherlands/NA_102/2020	G
Netherlands/NA_119/2020	G
Netherlands/NA_163/2020	G
Netherlands/NA_164/2020	G
Netherlands/NA_109/2020	G
Netherlands/NA_111/2020	G
Netherlands/NA_130/2020	G
Netherlands/NA_186/2020	G
Netherlands/NA_225/2020	G
Netherlands/NA_231/2020	G
Netherlands/NA_152/2020	G
Netherlands/NA_223/2020	G
Netherlands/NA_219/2020	G
Netherlands/NA_138/2020	G
Netherlands/NA_213/2020	G
Netherlands/NA_166/2020	D
Netherlands/NA_104/2020	D
Netherlands/NA_129/2020	D
Netherlands/NA_144/2020	D
Netherlands/NA_201/2020	D
Netherlands/NA_230/2020	D
Netherlands/NA_199/2020	D
Netherlands/NA_208/2020	D
Netherlands/NA_190/2020	D
Netherlands/NA_191/2020	D
Netherlands/NA_145/2020	D
Netherlands/NA_215/2020	D
Netherlands/NA_120/2020	D
Netherlands/NA_177/2020	G
Netherlands/NA_221/2020	G
Netherlands/Hardinxveld_Giessendam_1364806/2020	D
Netherlands/Loon_op_zand_1363512/2020	D
Netherlands/NA_22/2020	D
Netherlands/Limburg_6/2020	D
Netherlands/Limburg_9/2020	D
Netherlands/NA_14/2020	D
Netherlands/NA_21/2020	D
Netherlands/Limburg_4/2020	D
Netherlands/Gelderland_8/2020	D
Netherlands/NA_178/2020	D
Netherlands/NA_228/2020	D
Netherlands/NA_222/2020	G
Wales/PHWC-25463/2020	D
Wales/PHWC-25EDE/2020	D
Wales/PHWC-255AC/2020	G
Wales/PHWC-25C3E/2020	G
Wales/PHWC-25FCC/2020	G
Wales/PHWC-2566D/2020	G
Wales/PHWC-25FAE/2020	G
Wales/PHWC-25973/2020	G
Wales/PHWC-25F44/2020	G
Wales/PHWC-260B9/2020	G
Wales/PHWC-25481/2020	D
Wales/PHWC-255D9/2020	D
Wales/PHWC-25DB3/2020	D
Wales/PHWC-25779/2020	D
Wales/PHWC-25788/2020	D
Wales/PHWC-25DE0/2020	D
Wales/PHWC-25EB0/2020	D
Wales/PHWC-253DF/2020	D
Wales/PHWC-26013/2020	D
Wales/PHWC-262C2/2020	D
Wales/PHWC-26022/2020	D
Wales/PHWC-25F26/2020	D
Wales/PHWC-2575B/2020	D
Wales/PHWC-2576A/2020	D
Wales/PHWC-25472/2020	D
Wales/PHWC-25F17/2020	D
Wales/PHWC-25F08/2020	D
Wales/PHWC-25524/2020	D
Wales/PHWC-2571F/2020	D
Wales/PHWC-260F5/2020	D
Wales/PHWC-263FC/2020	D
Wales/PHWC-25E92/2020	D
Wales/PHWC-25BF5/2020	D
Wales/PHWC-25445/2020	D
Wales/PHWC-25DC2/2020	D
Wales/PHWC-254EB/2020	D
Wales/PHWC-25490/2020	D
Wales/PHWC-2557F/2020	D
Wales/PHWC-25FEA/2020	D
Wales/PHWC-256D6/2020	D
Wales/PHWC-2513F/2020	D
Wales/PHWC-2517B/2020	D
Wales/PHWC-2630B/2020	D
Wales/PHWC-25919/2020	D
Wales/PHWC-262E0/2020	D
Wales/PHWC-25120/2020	D
Wales/PHWC-25E38/2020	D
Wales/PHWC-25700/2020	D
Wales/PHWC-251B7/2020	D
Wales/PHWC-25A70/2020	D
Wales/PHWC-25AF8/2020	D
Wales/PHWC-25418/2020	D
Wales/PHWC-2574C/2020	D
Wales/PHWC-2581C/2020	D
Wales/PHWC-251E4/2020	D
Wales/PHWC-257B5/2020	D
Wales/PHWC-25E83/2020	D
Wales/PHWC-251D5/2020	D
Wales/PHWC-25454/2020	G
Wales/PHWC-25B5F/2020	G
Wales/PHWC-26426/2020	G
Wales/PHWC-25A34/2020	G
Wales/PHWC-262A4/2020	G
Wales/PHWC-257F1/2020	G
Wales/PHWC-263DE/2020	G
Wales/PHWC-26444/2020	G
Wales/PHWC-25BD7/2020	G
Wales/PHWC-25FF9/2020	G
Wales/PHWC-263ED/2020	G
Wales/PHWC-25551/2020	G
Wales/PHWC-258FE/2020	G
Wales/PHWC-25E56/2020	G
Wales/PHWC-25A8F/2020	G
Wales/PHWC-263A1/2020	G
Wales/PHWC-254AF/2020	G
Wales/PHWC-25BB9/2020	G
Wales/PHWC-25937/2020	G
Wales/PHWC-25ACB/2020	G
Wales/PHWC-25C01/2020	G
Wales/PHWC-26417/2020	G
Wales/PHWC-25C10/2020	G
Wales/PHWC-2623B/2020	G
Wales/PHWC-254FA/2020	G
Wales/PHWC-25542/2020	G
Wales/PHWC-259A0/2020	G
Wales/PHWC-25EA1/2020	G
Wales/PHWC-2607D/2020	G
Wales/PHWC-2624A/2020	G
Wales/PHWC-25DD1/2020	G
Wales/PHWC-2617A/2020	G
Wales/PHWC-2565E/2020	G
Wales/PHWC-25F80/2020	G
Wales/PHWC-25F35/2020	G
Wales/PHWC-261F2/2020	G
Wales/PHWC-25FDB/2020	G
Wales/PHWC-26110/2020	G
Wales/PHWC-2613E/2020	G
Wales/PHWC-2522D/2020	G
Wales/PHWC-260D7/2020	G
Wales/PHWC-253EE/2020	G
Wales/PHWC-25AAD/2020	G
Wales/PHWC-262FF/2020	D
Wales/PHWC-2568B/2020	D
Wales/PHWC-25ABC/2020	D
Wales/PHWC-25A52/2020	D
Wales/PHWC-25B13/2020	D
Wales/PHWC-25B04/2020	D
Wales/PHWC-25928/2020	D
Wales/PHWC-25E1A/2020	D
Wales/PHWC-2514E/2020	G
Wales/PHWC-25E0B/2020	G
Wales/PHWC-255F7/2020	G
Wales/PHWC-26295/2020	G
Wales/PHWC-2614D/2020	D
Wales/PHWC-26329/2020	D
Wales/PHWC-262D1/2020	G
Wales/PHWC-2515D/2020	D
Wales/PHWC-257A6/2020	D
Wales/PHWC-2518A/2020	D
Wales/PHWC-258EF/2020	D
Wales/PHWC-25E29/2020	D
Wales/PHWC-2622C/2020	D
Wales/PHWC-26356/2020	D
Wales/PHWC-26031/2020	G
Wales/PHWC-26347/2020	G
Wales/PHWC-263CF/2020	G
Wales/PHWC-26392/2020	G
Wales/PHWC-26453/2020	G
Wales/PHWC-25C98/2020	D
Wales/PHWC-2609B/2020	G
Wales/PHWC-26259/2020	D
Wales/PHWC-25427/2020	D
Wales/PHWC-25515/2020	D
Wales/PHWC-2525A/2020	G
Wales/PHWC-2559D/2020	G
Wales/PHWC-26198/2020	G
Wales/PHWC-26408/2020	G
Wales/PHWC-25612/2020	G
Wales/PHWC-25B31/2020	G
Wales/PHWC-253A2/2020	D
Wales/PHWC-25849/2020	D
Wales/PHWC-2608C/2020	D
Wales/PHWC-253C0/2020	D
Wales/PHWC-26101/2020	D
Wales/PHWC-261E3/2020	D
Wales/PHWC-25955/2020	G
Wales/PHWC-25C4D/2020	G
Wales/PHWC-25A61/2020	G
Wales/PHWC-254CD/2020	D
Wales/PHWC-2569A/2020	D
Poland/PL_P1/2020	D
NewZealand/20VR0189/2020	G
NewZealand/20VR019/2020	G
Portugal/CV62/2020	G
Portugal/CV63/2020	G
NewZealand/01/2020	D
NewZealand/20VR0206/2020	D
NewZealand/20VR0275/2020	D
NewZealand/20VR0276/2020	D
Norway/1953/2020	G
Norway/1955/2020	G
Norway/1989/2020	G
Norway/2114/2020	G
Norway/1526/2020	G
Norway/1811/2020	G
Nonthaburi/61/2020	D
Nonthaburi/74/2020	D
Norway/2088/2020	G
Norway/1379/2020	D
Norway/1538/2020	D
Norway/1694/2020	D
Norway/1455/2020	D
Norway/1493/2020	D
Norway/1494/2020	D
Norway/1443/2020	D
Norway/1495/2020	G
Norway/1951/2020	G
Norway/2093/2020	G
Norway/2087/2020	D
Norway/1781/2020	G
Norway/2084/2020	G
Norway/1917/2020	G
Norway/2065/2020	G
Nigeria/Lagos01/2020	G
Norway/1867/2020	G
Peru/010/2020	G
Portugal/PT0001b/2020	G
Portugal/PT0008/2020	G
Portugal/PT0017/2020	G
Portugal/PT0009/2020	G
Portugal/PT0007/2020	G
Portugal/PT0010/2020	G
Portugal/PT0016/2020	G
Portugal/PT0022/2020	G
Portugal/PT0019/2020	G
Portugal/PT0003/2020	G
Portugal/PT0004/2020	G
Portugal/PT0006a/2020	G
Portugal/PT0011/2020	G
Portugal/PT0012/2020	G
Portugal/PT0013/2020	G
Portugal/PT0014/2020	G
Portugal/PT0018/2020	G
Portugal/PT0005/2020	G
Portugal/PT0021/2020	G
Portugal/PT0020/2020	D
Pakistan/Gilgit1/2020	D
Netherlands/ZuidHolland_23/2020	G
Netherlands/ZuidHolland_24/2020	G
Netherlands/ZuidHolland_43/2020	G
Netherlands/ZuidHolland_25/2020	G
Netherlands/ZuidHolland_29/2020	G
Netherlands/ZuidHolland_6/2020	G
Netherlands/ZuidHolland_26/2020	G
Netherlands/ZuidHolland_28/2020	G
Netherlands/ZuidHolland_34/2020	G
Netherlands/ZuidHolland_56/2020	G
Netherlands/ZuidHolland_77/2020	G
Netherlands/ZuidHolland_39/2020	G
Netherlands/ZuidHolland_78/2020	G
Netherlands/ZuidHolland_79/2020	G
Netherlands/ZuidHolland_92/2020	G
Netherlands/ZuidHolland_64/2020	G
Netherlands/ZuidHolland_42/2020	G
Netherlands/ZuidHolland_86/2020	G
Netherlands/ZuidHolland_35/2020	G
Netherlands/ZuidHolland_36/2020	G
Netherlands/ZuidHolland_68/2020	G
Netherlands/ZuidHolland_53/2020	G
Netherlands/ZuidHolland_67/2020	G
Netherlands/ZuidHolland_74/2020	G
Netherlands/ZuidHolland_84/2020	G
Netherlands/ZuidHolland_93/2020	G
Netherlands/ZuidHolland_96/2020	G
Netherlands/ZuidHolland_99/2020	G
Netherlands/ZuidHolland_54/2020	G
Netherlands/ZuidHolland_58/2020	G
Netherlands/ZuidHolland_98/2020	G
Netherlands/ZuidHolland_60/2020	G
Netherlands/ZuidHolland_61/2020	G
Netherlands/ZuidHolland_80/2020	G
Netherlands/ZuidHolland_76/2020	G
Netherlands/ZuidHolland_57/2020	G
Netherlands/ZuidHolland_66/2020	G
Netherlands/ZuidHolland_55/2020	G
Netherlands/ZuidHolland_40/2020	G
Netherlands/ZuidHolland_41/2020	G
Netherlands/ZuidHolland_97/2020	G
Netherlands/ZuidHolland_44/2020	G
Netherlands/ZuidHolland_45/2020	G
Netherlands/ZuidHolland_52/2020	G
Netherlands/ZuidHolland_73/2020	G
Netherlands/ZuidHolland_71/2020	G
Netherlands/ZuidHolland_37/2020	G
Netherlands/ZuidHolland_59/2020	G
Netherlands/ZuidHolland_62/2020	G
Netherlands/ZuidHolland_89/2020	G
Netherlands/ZuidHolland_65/2020	G
Netherlands/ZuidHolland_83/2020	G
Netherlands/ZuidHolland_70/2020	G
Netherlands/ZuidHolland_75/2020	G
Netherlands/ZuidHolland_91/2020	G
Netherlands/ZuidHolland_90/2020	G
Netherlands/ZuidHolland_88/2020	G
Netherlands/ZuidHolland_82/2020	G
Netherlands/ZuidHolland_31/2020	G
NetherlandsL/Houten_1363498/2020	G
Netherlands/ZuidHolland_30/2020	G
Netherlands/ZuidHolland_27/2020	D
Netherlands/ZuidHolland_5/2020	G
Netherlands/ZuidHolland_9/2020	G
Netherlands/ZuidHolland_33/2020	D
Netherlands/ZuidHolland_38/2020	D
Netherlands/ZuidHolland_81/2020	D
Netherlands/ZuidHolland_8/2020	D
Portugal/IGC00009/2020	D
Netherlands/ZuidHolland_72/2020	G
Portugal/IGC00010/2020	G
Netherlands/ZuidHolland_7/2020	D
Netherlands/ZuidHolland_47/2020	D
Netherlands/ZuidHolland_63/2020	D
Netherlands/ZuidHolland_95/2020	D
Netherlands/ZuidHolland_48/2020	D
Netherlands/ZuidHolland_85/2020	D
Netherlands/ZuidHolland_94/2020	D
NorthernIreland/HSCNI01/2020	G
Pingxiang/JX151/2020	D
Pingxiang/JX5/2020	D
Portugal/PT0015/2020	D
Norway/1380/2020	D
Netherlands/ZuidHolland_32/2020	D
NewZealand/CoV001/2020	D
Norway/1772/2020	G
Norway/2113/2020	G
Norway/2052/2020	D
Pakistan/Manga-KPK/2020	D
NewZealand/CoV002/2020	D
Netherlands/ZuidHolland_69/2020	G
Panama/328677/2020	G
Norway/2090/2020	G
Belgium/UGent-13/2020	G
Belgium/UGent-22/2020	G
Belgium/UGent-25/2020	G
Belgium/UGent-24/2020	G
Belgium/UGent-2/2020	G
Belgium/ULG-10001/2020	G
Belgium/UGent-12/2020	G
Belgium/UGent-4/2020	G
Belgium/UGent-8/2020	G
Belgium/UGent-6/2020	G
Belgium/ULG-10006/2020	G
Belgium/UGent-9/2020	D
Belgium/UGent-1/2020	D
Belgium/UGent-18/2020	D
Belgium/UGent-20/2020	D
Belgium/UGent-21/2020	D
Belgium/UGent-19/2020	D
Belgium/UGent-15/2020	D
Belgium/UGent-10/2020	D
Belgium/UGent-11/2020	D
Belgium/UGent-17/2020	D
Belgium/UGent-3/2020	D
Belgium/ULG-10003/2020	G
Belgium/GHB-03021/2020	D
Belgium/HAA-030953/2020	D
Belgium/DA-0319106/2020	G
Belgium/GE-0317105/2020	G
Belgium/FAE-030948/2020	G
Belgium/RA-030445/2020	G
Belgium/DCS-030796/2020	G
Belgium/KKN-0319184/2020	G
Belgium/DPG-0325123/2020	G
Belgium/FFJ-0324124/2020	G
Belgium/GMJ-0324132/2020	G
Belgium/LV-0324133/2020	G
Belgium/NML-0325127/2020	G
Belgium/EBN-0323116/2020	G
Belgium/MC-0323129/2020	G
Belgium/SC-0319113/2020	G
Belgium/RDC-030961/2020	G
Belgium/OT-0319109/2020	G
Belgium/EC-0325128/2020	G
Belgium/NJC-0324126/2020	G
Belgium/MS-0324134/2020	G
Belgium/LPDC-0323115/2020	G
Belgium/JLJ-0320101/2020	G
Belgium/DAL-030650/2020	G
Belgium/DJ-030452/2020	G
Belgium/GSA-030454/2020	G
Belgium/MF-030546/2020	G
Belgium/RGE-0325122/2020	G
Belgium/DD-030593/2020	G
Belgium/RR-030699/2020	G
Belgium/FM-030592/2020	G
Belgium/LD-030597/2020	G
Belgium/SB-030990/2020	G
Belgium/MC-030689/2020	G
Belgium/HP-0319108/2020	G
Belgium/MJP-0306100/2020	D
Belgium/RA-030664/2020	G
Belgium/SEM-0324120/2020	G
Belgium/DME-0324135/2020	D
Belgium/MNL-0324130/2020	D
Belgium/DV-0324117/2020	D
Belgium/SR-0319112/2020	D
Belgium/MSE-0324121/2020	D
Belgium/DB-0323140/2020	G
Belgium/DCS-0325158/2020	G
Belgium/NA-0323141/2020	G
Belgium/GM-0323139/2020	G
Belgium/PM-0324144/2020	G
Belgium/RS-0324138/2020	G
Belgium/OS-0325137/2020	G
Belgium/DJMG-0325156/2020	G
Belgium/DRV-0325157/2020	G
Belgium/FMC-0323159/2020	G
Belgium/LJ-0325148/2020	G
Belgium/MAC-0324142/2020	G
Belgium/PC-0325147/2020	G
Belgium/GJJ-0325145/2020	G
Belgium/HCM-0324151/2020	G
Belgium/DVG-0325146/2020	D
Belgium/HC-030760/2020	G
Belgium/Human/CS-031052/2020	D
Belgium/KN-030756/2020	G
Belgium/MSE-0324131/2020	G
Belgium/DB-03023/2020	G
Belgium/SN-03031/2020	G
Belgium/MTR-03021/2020	G
Belgium/DBA-03032/2020	G
Belgium/DBD-03024/2020	G
Belgium/GMH-03022/2020	G
Belgium/RYR-030649/2020	G
Belgium/GJ-030458/2020	G
Belgium/JK-0305110/2020	G
Belgium/QKJ-03015/2020	G
Belgium/DWAEE-030954/2020	G
Belgium/JRH-030459/2020	G
Belgium/DLDJ-030569/2020	G
Belgium/GE-030573/2020	G
Belgium/SH-03014/2020	G
Belgium/HL-030771/2020	G
Belgium/RS-030677/2020	G
Belgium/LM-030685/2020	G
Belgium/PA-030680/2020	G
Belgium/NL-030447/2020	G
Belgium/ECC-030686/2020	G
Belgium/PAN-030681/2020	G
Belgium/MJP-030684/2020	G
Belgium/RT-030460/2020	G
Belgium/LY-030575/2020	G
Belgium/RJL-030588/2020	G
Belgium/LT-030956/2020	G
Belgium/GL-030546/2020	G
Belgium/NKR-030645/2020	G
Belgium/SS-031047/2020	G
Belgium/DBOM-030566/2020	G
Belgium/DVBJ-030468/2020	G
Belgium/GOF-030578/2020	G
Belgium/SJ-030583/2020	D
Belgium/GS-030549/2020	G
Belgium/RJ-030552/2020	G
Belgium/DCB-0324163/2020	G
Belgium/GLA-0324179/2020	G
Belgium/NKMA-0324172/2020	G
Belgium/QL-0324173/2020	G
Belgium/STM-0324170/2020	G
Belgium/PJM-0325166/2020	G
Belgium/DNS-0324176/2020	G
Belgium/ML-0324164/2020	G
Belgium/NIM-0324161/2020	G
Belgium/NMA-0324169/2020	G
Belgium/PC-0325182/2020	G
Belgium/DMM-0325180/2020	D
Belgium/JJC-0325165/2020	D
Belgium/RHA-0324177/2020	G
Belgium/TG-030757/2020	G
Belgium/RS-030257/2020	G
Belgium/DHWM-03041/2020	G
Belgium/KA-03042/2020	G
Belgium/FR-03029/2020	G
Belgium/MMJ-03034/2020	G
Belgium/SQ-03043/2020	G
Belgium/RT-03035/2020	G
Belgium/JL-03044/2020	G
Belgium/MCW-030574/2020	G
Belgium/RC-0324168/2020	G
Belgium/ULG-10004/2020	G
Belgium/QOJ-030751/2020	G
Belgium/MTR-03026/2020	G
USA/IN-Lilly-IPB0170-4bc20/2020	G
USA/IN-Lilly-IPB0170-4bc21/2020	G
USA/LA-097/2020	G
USA/LA-096/2020	G
USA/ID-UW-4380/2020	G
USA/ID-UW-4355/2020	G
USA/CZB-RR057-015/2020	G
USA/MN-UW257/2020	G
USA/ID-UW-4375/2020	G
USA/ID-UW-4486/2020	G
USA/ID-UW-1935/2020	G
USA/ID-UW-4448/2020	G
USA/ID-UW-1939/2020	G
USA/ID-UW-4266/2020	G
USA/MN-UW326/2020	G
USA/ID-UW-1925/2020	G
USA/ID-UW-1934/2020	G
